NC_023563	NC_023563.1	68262	Mycobacterium phage Suffolk	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	KF713485	Mycobacterium smegmatis mc2 155	Mycobacterium
NC_023564	NC_023564.1	52974	Mycobacterium phage EagleEye	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	KF861510	Mycobacterium smegmatis mc2 155	Mycobacterium
NC_023565	NC_023565.1	51250	Mycobacterium phage Nyxis	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	KF954506	Mycobacterium smegmatis mc2 155	Mycobacterium
NC_023566	NC_023566.1	56024	Rhizobium phage vB_RglS_P106B	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	KF977490	Rhizobium gallicum SO14B-4(6)	Rhizobium
NC_023567	NC_023567.2	43766	Klebsiella phage F19	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae.	KF765493	Klebsiella	Klebsiella
NC_023568	NC_023568.1	246964	Vibrio phage VH7D	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	KC131129	Vibrio harveyi	Vibrio
NC_023569	NC_023569.1	77837	Vibrio phage SHOU24	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	KF623293	Vibrio parahaemolyticus	Vibrio
NC_023570	NC_023570.1	40739	Acinetobacter phage Petty	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae;Autographivirinae; unclassified phiKMV-like phages.	KF669656	Acinetobacter baumannii AU0783	Acinetobacter
NC_023571	NC_023571.1	46243	Oenococcus phage phiS11	Viruses; dsDNA viruses, no RNA stage; unclassified dsDNA phages.	KF183314	Oenococcus oeni Sarco S11	Oenococcus
NC_023572	NC_023572.1	42240	Mycobacterium phage MichelleMyBell	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	KF986246	Mycobacterium smegmatis mc2 155	Mycobacterium
NC_023573	NC_023573.1	142094	Staphylococcus phage phiSA012	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae;Spounavirinae; Twortlikevirus; unclassified Twortlikevirus.	AB903967	Staphylococcus aureus	Staphylococcus
NC_023574	NC_023574.1	128546	Lactococcus phage phiL47	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	KF926093	Lactococcus lactis subsp. cremoris DPC6860	Lactococcus
NC_023575	NC_023575.1	45550	Pseudomonas phage vB_PaeP_Tr60_Ab31	Viruses; dsDNA viruses, no RNA stage; unclassified dsDNA phages.	HG798806	Pseudomonas aeruginosa	Pseudomonas
NC_023576	NC_023576.1	39207	Citrobacter phage CR44b	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae;Autographivirinae; unclassified Autographivirinae.	HG818823	Citrobacter rodentium	Citrobacter
NC_023577	NC_023577.1	51797	Mycobacterium phage Obama12	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	KF959563	Mycobacterium smegmatis mc2 155	Mycobacterium
NC_023578	NC_023578.1	69099	Mycobacterium phage Oaker	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	KF986247	Mycobacterium smegmatis mc2 155	Mycobacterium
NC_023579	NC_023579.1	75568	Erwinia phage Ea9-2	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae;N4likevirus; unclassified N4likevirus.	KF806588	Erwinia amylovora strain Ea17-1-1	Erwinia
NC_023580	NC_023580.1	57775	Mycobacterium phage Saal	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	KJ025956	Mycobacterium smegmatis mc2 155	Mycobacterium
NC_023581	NC_023581.1	77792	Acinetobacter phage Presley	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae;N4likevirus; unclassified N4likevirus.	KF669658	Acinetobacter baumannii M2	Acinetobacter
NC_023582	NC_023582.1	92417	Staphylococcus phage vB_SepS_SEP9	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	KF929199	Staphylococcus epidermidis strain M129	Staphylococcus
NC_023583	NC_023583.1	45696	Pseudomonas phage TL	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae.	HG518155	Pseudomonas aeruginosa	Pseudomonas
NC_023584	NC_023584.1	170438	Synechococcus phage S-MbCM100	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae;Tevenvirinae; T4likevirus.	KF156340	Synechococcus sp. WH7803	Synechococcus
NC_023586	NC_023586.1	8460	Ralstonia phage 1 NP-2014	Viruses; ssDNA viruses; Inoviridae; unclassified Inoviridae.	KF887906	Ralstonia	Ralstonia
NC_023587	NC_023587.1	189311	Synechococcus phage S-MbCM7	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae;Tevenvirinae; T4likevirus.	KF156338	Synechococcus sp. WH7803	Synechococcus
NC_023588	NC_023588.1	33525	Stenotrophomonas phage Smp131	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae;Peduovirinae; P2likevirus.	JQ809663	Stenotrophomonas maltophilia	Stenotrophomonas
NC_023589	NC_023589.1	71629	Shigella phage pSb-1	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae.	KF620435	Shigella boydii ATCC 35966	Shigella
NC_023590	NC_023590.1	43050	Acinetobacter phage IME_AB3	Viruses; dsDNA viruses, no RNA stage; Caudovirales.	KF811200	Acinetobacter baumannii	Acinetobacter
NC_023591	NC_023591.1	95705	Mycobacterium phage Adler	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	KC960489	Mycobacterium abscessus subsp. bolletii strain	Mycobacterium
NC_023593	NC_023593.1	76184	Escherichia phage KBNP1711	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae.	KF981730	Escherichia coli KBP1711	Escherichia
NC_023594	NC_023594.1	54789	Shewanella phage Spp001	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae.	KJ002054	Shewanella putrefaciens	Shewanella
NC_023595	NC_023595.2	41687	Enterococcus phage IME_EF3	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	KF728385	Enterococcus faecalis	Enterococcus
NC_023596	NC_023596.1	65729	Pseudomonas phage SPM-1	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae.	KF981875	Pseudomonas aeruginosa	Pseudomonas
NC_023597	NC_023597.1	53124	Mycobacterium phage 20ES	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	KJ410132	Mycobacterium smegmatis mc2155	Mycobacterium
NC_023599	NC_023599.1	38772	Bacillus phage phiCM3	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	KF296718	Bacillus thuringiensis strain YM-03	Bacillus
NC_023600	NC_023600.1	71058	Mycobacterium phage Jolie1	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	KJ433976	Mycobacterium smegmatis	Mycobacterium
NC_023601	NC_023601.1	97906	Pseudomonas phage phiPsa374	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae.	KJ409772	Pseudomonas syringae pv. actinidiae ICMP 18800	Pseudomonas
NC_023602	NC_023602.1	50781	Mycobacterium phage 32HC	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	KJ028219	Mycobacterium smegmatis	Mycobacterium
NC_023603	NC_023603.1	71565	Mycobacterium phage 39HC	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	KJ433973	Mycobacterium smegmatis	Mycobacterium
NC_023604	NC_023604.1	44306	Mycobacterium phage Jolie2	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	KJ410133	Mycobacterium smegmatis mc2155	Mycobacterium
NC_023605	NC_023605.1	41529	Vibrio phage PVA1	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae.	KJ395778	Vibrio alginolyticus Z1210	Vibrio
NC_023606	NC_023606.1	52963	Mycobacterium phage CRB1	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	KJ410134	Mycobacterium smegmatis mc2155	Mycobacterium
NC_023607	NC_023607.1	53396	Mycobacterium phage 40AC	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	KJ192196	Mycobacterium smegmatis	Mycobacterium
NC_023608	NC_023608.1	42093	Salmonella phage vB_SenS-Ent2	Viruses; unclassified phages.	HG934469	Salmonella enterica subsp. enterica serovar	Salmonella
NC_023609	NC_023609.1	46739	Mycobacterium phage RhynO	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	KJ156985	Mycobacterium smegmatis mc2 155	Mycobacterium
NC_023610	NC_023610.1	218339	Erwinia phage PhiEaH1	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	KF623294	Erwinia amylovora B0.1960 (NCAIM, Hungary)	Erwinia
NC_023612	NC_023612.1	39078	Geobacillus phage GBK2	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	KJ159566	Geobacillus kaustophilus ATCC 8005	Geobacillus
NC_023614	NC_023614.1	43153	Croceibacter phage P2559Y	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	KC688701	Croceibacter atlanticus HTCC2559	Croceibacter
NC_023686	NC_023686.1	67949	Mycobacterium phage Gadjet	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	JN698992	Mycobacterium smegmatis mc2 155	Mycobacterium
NC_023687	NC_023687.1	53003	Mycobacterium phage Bruns	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	JN698998	Mycobacterium smegmatis mc2 155	Mycobacterium
NC_023688	NC_023688.1	222006	Aeromonas phage PX29	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae;Tevenvirinae; T4likevirus.	GU396103	Aeromonas salmonicida	Aeromonas
NC_023689	NC_023689.1	76260	Mycobacterium phage Lilac	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	JN382248	Mycobacterium smegmatis mc2 155	Mycobacterium
NC_023690	NC_023690.1	110569	Mycobacterium phage Courthouse	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	JN698997	Mycobacterium smegmatis mc2 155	Mycobacterium
NC_023691	NC_023691.1	70506	Mycobacterium phage Patience	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	JN412589	Mycobacterium smegmatis mc2 155	Mycobacterium
NC_023692	NC_023692.1	48984	Mycobacterium phage BigNuz	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	JN412591	Mycobacterium smegmatis mc2 155	Mycobacterium
NC_023694	NC_023694.1	78064	Rhodococcus phage ReqiPoco6	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	GU580942	Rhodococcus equi	Rhodococcus
NC_023695	NC_023695.1	52481	Mycobacterium phage Violet	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	JN687951	Mycobacterium smegmatis mc2 155	Mycobacterium
NC_023696	NC_023696.1	157568	Mycobacterium phage Dandelion	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae;I3likevirus; unclassified I3-like viruses.	JN412588	Mycobacterium smegmatis mc2 155	Mycobacterium
NC_023697	NC_023697.1	48420	Mycobacterium phage Babsiella	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	JN699001	Mycobacterium smegmatis mc2 155	Mycobacterium
NC_023698	NC_023698.1	54470	Mycobacterium phage Avani	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	JQ809702	Mycobacterium smegmatis mc2 155	Mycobacterium
NC_023699	NC_023699.1	59016	Mycobacterium phage SG4	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	JN699012	Mycobacterium smegmatis mc2 155	Mycobacterium
NC_023700	NC_023700.1	34553	Pseudomonas phage PA1/KOR/2010	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	HM624080	Pseudomonas aeruginosa	Pseudomonas
NC_023701	NC_023701.1	69864	Mycobacterium phage Acadian	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	JN699007	Mycobacterium smegmatis mc2 155	Mycobacterium
NC_023702	NC_023702.1	52379	Mycobacterium phage Kugel	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	JN699016	Mycobacterium smegmatis mc2 155	Mycobacterium
NC_023703	NC_023703.1	64613	Mycobacterium phage Dori	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	JN698995	Mycobacterium smegmatis mc2 155	Mycobacterium
NC_023704	NC_023704.1	51421	Mycobacterium phage Doom	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	JN153085	Mycobacterium smegmatis mc2 155	Mycobacterium
NC_023705	NC_023705.1	41650	Mycobacterium phage Liefie	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	JN412593	Mycobacterium smegmatis mc2 155	Mycobacterium
NC_023706	NC_023706.1	75772	Rhodococcus phage ReqiDocB7	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	GU580940	Rhodococcus equi	Rhodococcus
NC_023707	NC_023707.1	53169	Mycobacterium phage Turbido	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	JN408460	Mycobacterium smegmatis mc2 155	Mycobacterium
NC_023708	NC_023708.1	51083	Mycobacterium phage Dreamboat	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	JN660814	Mycobacterium smegmatis mc2 155	Mycobacterium
NC_023709	NC_023709.1	51308	Mycobacterium phage Wile	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	JN243857	Mycobacterium smegmatis mc2 155	Mycobacterium
NC_023710	NC_023710.1	50844	Mycobacterium phage RidgeCB	Viruses; dsDNA viruses, no RNA stage; Caudovirales.	JN398369	Mycobacterium smegmatis mc2 155	Mycobacterium
NC_023711	NC_023711.1	68720	Mycobacterium phage Oline	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	JN192463	Mycobacterium smegmatis mc2 155	Mycobacterium
NC_023712	NC_023712.1	71341	Mycobacterium phage Firecracker	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	JN698993	Mycobacterium smegmatis mc2 155	Mycobacterium
NC_023713	NC_023713.1	52288	Mycobacterium phage Blue7	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	JN698999	Mycobacterium smegmatis mc2 155	Mycobacterium
NC_023714	NC_023714.1	153882	Mycobacterium phage LinStu	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae;I3likevirus; unclassified I3-like viruses.	JN412592	Mycobacterium smegmatis mc2 155	Mycobacterium
NC_023715	NC_023715.1	38616	Yersinia phage Yep-phi	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae;Autographivirinae; T7likevirus.	HQ333270	Yersinia pestis	Yersinia
NC_023716	NC_023716.1	53177	Mycobacterium phage Alma	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	JN699005	Mycobacterium smegmatis mc2 155	Mycobacterium
NC_023717	NC_023717.1	151924	Cronobacter phage CR9	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae.	JQ691611	Cronobacter sakazakii	Cronobacter
NC_023718	NC_023718.1	26499	Pseudomonas phage phi_Pto-bp6g	Viruses; unclassified phages.	JN175269	Pseudomonas tolaasii	Pseudomonas
NC_023719	NC_023719.1	497513	Bacillus phage G	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae.	JN638751	Bacillus megaterium str. ATCC 43725	Bacillus
NC_023720	NC_023720.1	53142	Mycobacterium phage Perseus	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	JN572689	Mycobacterium smegmatis mc2 155	Mycobacterium
NC_023721	NC_023721.1	54411	Mycobacterium phage Drago	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	JN542517	Mycobacterium smegmatis mc2 155	Mycobacterium
NC_023722	NC_023722.1	59231	Rhodococcus phage ReqiPine5	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	GU580943	Rhodococcus equi	Rhodococcus
NC_023723	NC_023723.1	53684	Mycobacterium phage Aeneas	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	JQ809703	Mycobacterium smegmatis mc2 155	Mycobacterium
NC_023724	NC_023724.1	62991	Mycobacterium phage Larva	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	JN243855	Mycobacterium smegmatis mc2 155	Mycobacterium
NC_023725	NC_023725.1	156646	Mycobacterium phage Nappy	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae;I3likevirus; unclassified I3-like viruses.	JN699627	Mycobacterium smegmatis mc2 155	Mycobacterium
NC_023726	NC_023726.1	53597	Mycobacterium phage Euphoria	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	JN153086	Mycobacterium smegmatis mc2 155	Mycobacterium
NC_023727	NC_023727.1	68494	Mycobacterium phage Vista	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	JN699008	Mycobacterium smegmatis mc2 155	Mycobacterium
NC_023728	NC_023728.1	56461	Mycobacterium phage DeadP	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	JN698996	Mycobacterium smegmatis mc2 155	Mycobacterium
NC_023729	NC_023729.1	43036	Mycobacterium phage Charlie	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	JN256079	Mycobacterium smegmatis mc2 155	Mycobacterium
NC_023730	NC_023730.1	42594	Mycobacterium phage Redi	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	JN624851	Mycobacterium smegmatis mc2 155	Mycobacterium
NC_023731	NC_023731.1	53526	Mycobacterium phage Trixie	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	JN408461	Mycobacterium smegmatis mc2 155	Mycobacterium
NC_023732	NC_023732.1	69279	Mycobacterium phage Rumpelstiltskin	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	JN680858	Mycobacterium smegmatis mc2 155	Mycobacterium
NC_023733	NC_023733.1	154573	Mycobacterium phage MoMoMixon	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae;I3likevirus; unclassified I3-like viruses.	JN699626	Mycobacterium smegmatis mc2 155	Mycobacterium
NC_023734	NC_023734.1	35725	Psychrobacter phage Psymv2	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	JF270478	Psychrobacter sp. MV2	Psychrobacter
NC_023735	NC_023735.1	76797	Rhodococcus phage ReqiPepy6	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	GU580941	Rhodococcus equi	Rhodococcus
NC_023736	NC_023736.1	40411	Ralstonia phage RSB2	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae;Autographivirinae; unclassified Autographivirinae.	AB597179	Ralstonia solanacearum	Ralstonia
NC_023737	NC_023737.1	155586	Mycobacterium phage Pleione	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae;I3likevirus; unclassified I3-like viruses.	JN624850	Mycobacterium smegmatis mc2 155	Mycobacterium
NC_023738	NC_023738.1	106327	Mycobacterium phage Thibault	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	JN201525	Mycobacterium smegmatis mc2 155	Mycobacterium
NC_023739	NC_023739.1	51821	Mycobacterium phage BillKnuckles	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	JN699000	Mycobacterium smegmatis mc2 155	Mycobacterium
NC_023740	NC_023740.1	68311	Mycobacterium phage JacAttac	Viruses; dsDNA viruses, no RNA stage; Caudovirales.	JN698989	Mycobacterium smegmatis mc2 155	Mycobacterium
NC_023741	NC_023741.1	69641	Mycobacterium phage Stinger	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	JN699011	Mycobacterium smegmatis mc2 155	Mycobacterium
NC_023742	NC_023742.1	68711	Mycobacterium phage Akoma	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	JN699006	Mycobacterium smegmatis mc2 155	Mycobacterium
NC_023743	NC_023743.1	47180	Escherichia phage phiEB49	Viruses; unclassified phages.	JF770475	Escherichia coli CFT073	Escherichia
NC_023744	NC_023744.1	60588	Mycobacterium phage DS6A	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	JN698994	Mycobacterium tuberculosis mc2 7000	Mycobacterium
NC_023745	NC_023745.1	51813	Mycobacterium phage LHTSCC	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	JN699015	Mycobacterium smegmatis mc2 155	Mycobacterium
NC_023746	NC_023746.1	57387	Mycobacterium phage GUmbie	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	JN398368	Mycobacterium smegmatis mc2 155	Mycobacterium
NC_023747	NC_023747.1	59672	Mycobacterium phage BarrelRoll	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	JN643714	Mycobacterium smegmatis mc2 155	Mycobacterium
NC_023748	NC_023748.1	53137	Mycobacterium phage SkiPole	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	GU247132	Mycobacterium smegmatis mc2 155	Mycobacterium
NC_023856	NC_023856.1	152460	Salmonella phage vB_SalM_SJ2	Viruses; unclassified phages.	KJ174317	Salmonella	Salmonella
NC_023859	NC_023859.1	59254	Microbacterium phage vB_MoxS-ISF9	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	KJ173786	Microbacterium oxydans	Microbacterium
NC_023862	NC_023862.1	52136	Mycobacterium phage Alsfro	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	KJ174156	Mycobacterium smegmatis mc2 155	Mycobacterium
NC_023863	NC_023863.2	66316	Vibrio phage CHOED	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae.	KJ192399	Vibrio anguillarum PF4	Vibrio
NC_023865	NC_023865.1	55098	Pectobacterium phage PM1	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae.	KF534715	Pectobacterium carotovorum subsp. carotovorum	Pectobacterium
NC_024121	NC_024121.1	167266	Serratia phage PS2	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae;Tevenvirinae; T4likevirus.	KJ025957	Serratia marcescens	Serratia
