Accession Number	Phage Name	Phage Family	Bacterial Host Genus	Bacterial Host Species	Phage2014_train	Phage2014_eval Reference Sequence
NC_021298	Streptomyces phage Lika	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	Streptomyces	Streptomyces lividans	yes	no	NC_021298
NC_021299	Mycobacterium phage PegLeg	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	Mycobacterium	Mycobacterium smegmatis	yes	no	JN699628
NC_021300	Pseudoalteromonas phage RIO-1	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae.	Pseudoalteromonas	Pseudoalteromonas marina	yes	no	NC_021300
NC_021301	Mycobacterium phage SiSi	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	Mycobacterium	Mycobacterium smegmatis	yes	no	NC_021301
NC_021302	Mycobacterium phage Fishburne	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	Mycobacterium	Mycobacterium smegmatis	yes	no	JN572061
NC_021303	Mycobacterium phage SDcharge11	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	Mycobacterium	Mycobacterium smegmatis	yes	no	6666666.3724
NC_021304	Streptomyces phage Sujidade	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	Streptomyces	Streptomyces lividans	yes	no	NC_021298
NC_021305	Mycobacterium phage Murphy	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	Mycobacterium	Mycobacterium smegmatis	yes	no	6666666.3763
NC_021306	Mycobacterium phage Dumbo	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	Mycobacterium	Mycobacterium smegmatis	yes	no	6666666.3763
NC_021307	Mycobacterium phage Severus	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	Mycobacterium	Mycobacterium smegmatis	yes	no	NC_021307
NC_021309	Mycobacterium phage Phrux	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	Mycobacterium	Mycobacterium smegmatis	yes	no	6666666.3763
NC_021310	Mycobacterium phage Newman	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	Mycobacterium	Mycobacterium smegmatis	yes	no	6666666.3724
NC_021311	Mycobacterium phage Phaux	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	Mycobacterium	Mycobacterium smegmatis	yes	no	6666666.3763
NC_021316	Acinetobacter phage Abp1	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae.	Acinetobacter	Acinetobacter baumannii	yes	no	NC_021316
NC_021317	Salmonella phage L13	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	Salmonella	Salmonella	yes	no	NC_021317
NC_021318	Mycobacterium phage Chy5	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	Mycobacterium	Mycobacterium tuberculosis; Mycobacterium smegmatis	yes	no	NC_001900
NC_021323	Staphylococcus phage StauST398-2	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	Staphylococcus	Staphylococcus aureus	yes	no	NC_021323
NC_021324	Mycobacterium phage CASbig	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	Mycobacterium	Mycobacterium smegmatis	yes	no	NC_021324
NC_021326	Staphylococcus phage StauST398-1	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	Staphylococcus	Staphylococcus aureus	yes	no	NC_021326
NC_021331	Shigella phage pSf-1	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	Shigella	Shigella flexneri	yes	no	NC_021331
NC_021332	Staphylococcus phage StauST398-3	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	Staphylococcus	Staphylococcus aureus	yes	no	NC_021332
NC_021334	Mycobacterium phage WIVsmall	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	Mycobacterium	Mycobacterium smegmatis	yes	no	NC_021334
NC_021336	Bacillus phage MG-B1	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae.	Bacillus	Bacillus weihenstephanensis	yes	no	NC_021336
NC_021337	Acinetobacter phage AB3	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae.	Acinetobacter	Acinetobacter baumannii	yes	no	NC_021337
NC_021338	Mycobacterium phage Chy4	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	Mycobacterium	Mycobacterium tuberculosis; Mycobacterium smegmatis	yes	no	NC_001900
NC_021339	Streptomyces phage Zemlya	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	Streptomyces	Streptomyces lividans	yes	no	NC_021339
NC_021342	Edwardsiella phage PEi21	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae.	Edwardsiella	Edwardsiella ictaluri	yes	no	NC_021342
NC_021343	Burkholderia phage ST79	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae.	Burkholderia	Burkholderia pseudomallei	yes	no	NC_021343
NC_021344	Escherichia phage Lw1	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae;Tevenvirinae; T4likevirus.	Escherichia	Escherichia coli	yes	no	NC_021344
NC_021347	Rhodococcus phage E3	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae.	Rhodococcus	Rhodococcus equi	yes	no	NC_021347
NC_021529	Vibrio phage nt-1	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae;Tevenvirinae; Schizot4likevirus.	Vibrio	Vibrio natriegens	yes	no	NC_021529
NC_021530	Synechococcus phage S-CAM8	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae.	Synechococcus	Synechococcus	yes	no	NC_021530
NC_021531	Cronobacter phage CR5	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae.	Cronobacter	Cronobacter sakazakii	yes	no	NC_021531
NC_021532	Alteromonas phage vB_AmaP_AD45-P1	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae.	Alteromonas	Alteromonas macleodii	yes	no	KF005318
NC_021533	Mycobacterium phage BTCU-1	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	Mycobacterium	Mycobacterium smegmatis	yes	no	6666666.3841
NC_021536	Synechococcus phage S-IOM18	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae.	Synechococcus	Synechococcus	yes	no	NC_021536
NC_021538	Mycobacterium phage Job42	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	Mycobacterium	Mycobacterium smegmatis	yes	no	NC_021538
NC_021539	Listeria phage LP-030-2	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	Listeria	Listeria	yes	no	NC_021539
NC_021556	Mycobacterium phage Leo	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	Mycobacterium	Mycobacterium tuberculosis; Mycobacterium smegmatis	yes	no	6666666.3781
NC_021558	Paenibacillus phage PG1	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	Paenibacillus	Paenibacillus glucanolyticus	yes	no	NC_021558
NC_021559	Prochlorococcus phage P-SSM3	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae.	Prochlorococcus	Prochlorococcus marinus	yes	no	NC_021559
NC_021560	Rhizobium phage RR1-A	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae.	Rhizobium	Rhizobium radiobacter	yes	no	NC_021560
NC_021561	Vibrio phage pYD38-B	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	Vibrio	Vibrio	yes	no	NC_021561
NC_021562	Vibrio phage VFJ	Viruses; ssDNA viruses; Inoviridae; Inovirus; unclassified Inovirus.	Vibrio	Vibrio cholerae	yes	no	NC_001956
NC_021563	Serratia phage Eta	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	Serratia	Serratia	yes	no	NC_021563
NC_021569	Stenotrophomonas phage phiSMA7	Viruses; ssDNA viruses; Inoviridae; unclassified Inoviridae.	Stenotrophomonas	Stenotrophomonas maltophilia	yes	no	NC_021569
NC_021772	Salmonella phage FSL SP-058	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae;N4likevirus; unclassified N4likevirus.	Salmonella	Salmonella enterica	yes	no	NC_021772
NC_021775	Salmonella phage FSL SP-031	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	Salmonella	Salmonella enterica	yes	no	NC_021775
NC_021776	Vibrio phage VPMS1	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae.	Vibrio	Vibrio parahaemolyticus	yes	no	NC_021776
NC_021777	Salmonella phage Jersey	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	Salmonella	Salmonella	yes	no	NC_021777
NC_021779	Salmonella phage FSL SP-030	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	Salmonella	Salmonella enterica	yes	no	KC139514
NC_021780	Salmonella phage FSL SP-088	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	Salmonella	Salmonella enterica	yes	no	KC139515
NC_021781	Listeria phage LP-125	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae.	Listeria	Listeria	yes	no	DQ004855
NC_021782	Salmonella phage FSL SP-076	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae;N4likevirus; unclassified N4likevirus.	Salmonella	Salmonella enterica	yes	no	NC_021782
NC_021784	Thermus phage phi OH2	Viruses; dsDNA viruses, no RNA stage; Caudovirales.	Thermus	Thermus	yes	no	NC_021784
NC_021785	Listeria phage LP-110	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	Listeria	Listeria	yes	no	NC_018831
NC_021787	Listeria phage LP-037	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	Listeria	Listeria	yes	no	NC_021787
NC_021788	Cellulophaga phage phi4:1	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae.	Cellulophaga	Cellulophaga baltica	yes	no	NC_021788
NC_021789	Cellulophaga phage phi19:3	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae.	Cellulophaga	Cellulophaga baltica	yes	no	NC_021789
NC_021790	Cellulophaga phage phi18:1	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	Cellulophaga	Cellulophaga baltica	yes	no	6666666.43252
NC_021791	Cellulophaga phage phi12:1	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	Cellulophaga	Cellulophaga baltica	yes	no	6666666.43253
NC_021792	Cellulophaga phage phi46:3	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae.	Cellulophaga	Cellulophaga baltica	yes	no	NC_021792
NC_021793	Cellulophaga phage phi48:2	Viruses; ssDNA viruses; unclassified ssDNA viruses.	Cellulophaga	Cellulophaga baltica	yes	no	NC_021793
NC_021795	Cellulophaga phage phi17:1	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.			yes	no	NC_021795
NC_021797	Cellulophaga phage phi12:2	Viruses; ssDNA viruses; Microviridae; unclassified Microviridae.			yes	no	NC_021797
NC_021798	Cellulophaga phage phi17:2	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae.			yes	no	NC_021788
NC_021799	Cellulophaga phage phi19:1	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.			yes	no	NC_021799
NC_021800	Cellulophaga phage phi46:1	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	Cellulophaga	Cellulophaga baltica	yes	no	NC_021800
NC_021801	Staphylococcus phage SA12	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	Staphylococcus	Staphylococcus aureus	yes	no	JX274646
NC_021802	Cellulophaga phage phi10:1	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.			yes	no	NC_021802
NC_021804	Cellulophaga phage phi39:1	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	Cellulophaga	Cellulophaga baltica	yes	no	NC_021804
NC_021806	Cellulophaga phage phi14:2	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae.			yes	no	NC_021806
NC_021852	Lactococcus phage P680	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	Lactococcus	Lactococcus	yes	no	NC_021852
NC_021853	Lactococcus phage 340	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	Lactococcus	Lactococcus	yes	no	KC182543
NC_021854	Lactococcus phage jm3	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	Lactococcus	Lactococcus	yes	no	NC_021854
NC_021855	Lactococcus phage phi7	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	Lactococcus	Lactococcus	yes	no	NC_021855
NC_021856	Bacillus phage phiNIT1	Viruses; dsDNA viruses, no RNA stage; Caudovirales.	Bacillus	Bacillus subtilis	yes	no	NC_021856
NC_021857	Shigella phage SfII	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae.	Shigella	Shigella	yes	no	NC_021857
NC_021859	Mycobacterium phage DNAIII	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	Mycobacterium	Mycobacterium tuberculosis; Mycobacterium smegmatis	yes	no	6666666.3781
NC_021860	Lactococcus phage jm2	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	Lactococcus	Lactococcus	yes	no	NC_021860
NC_021862	Ralstonia phage RSS30	Viruses; ssDNA viruses; Inoviridae; Inovirus; unclassified Inovirus.	Ralstonia	Ralstonia solanacearum	yes	no	NC_021862
NC_021863	Staphylococcus phage SA13	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	Staphylococcus	Staphylococcus aureus	yes	no	NC_021863
NC_021864	Puniceispirillum phage HMO-2011	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae.	Candidatus Puniceispirillum	Candidatus Puniceispirillum marinum	yes	no	NC_021864
NC_021866	Ralstonia phage RSS20	Viruses; ssDNA viruses; Inoviridae; Inovirus; unclassified Inovirus.	Ralstonia	Ralstonia solanacearum	yes	no	NC_008575
NC_021868	Streptococcus phage SP-QS1	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	Streptococcus	Streptococcus pneumoniae	yes	no	NC_021868
NC_022052	Mycobacterium phage Whirlwind	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	Mycobacterium	Mycobacterium smegmatis	yes	no	NC_022052
NC_022053	Mycobacterium phage Papyrus	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	Mycobacterium	Mycobacterium smegmatis	yes	no	6666666.3846
NC_022055	Mycobacterium phage Bobi	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	Mycobacterium	Mycobacterium smegmatis	yes	no	NC_022055
NC_022056	Mycobacterium phage Hamulus	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	Mycobacterium	Mycobacterium smegmatis	yes	no	6666666.3776
NC_022057	Mycobacterium phage Catdawg	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	Mycobacterium	Mycobacterium smegmatis	yes	no	KJ829260
NC_022058	Mycobacterium phage Adzzy	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	Mycobacterium	Mycobacterium smegmatis	yes	no	NC_022058
NC_022059	Mycobacterium phage DrDrey	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	Mycobacterium	Mycobacterium smegmatis	yes	no	6666666.3763
NC_022060	Mycobacterium phage Velveteen	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	Mycobacterium	Mycobacterium smegmatis	yes	no	KM215148
NC_022061	Mycobacterium phage KayaCho	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	Mycobacterium	Mycobacterium smegmatis	yes	no	NC_022061
NC_022062	Mycobacterium phage Trouble	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	Mycobacterium	Mycobacterium smegmatis	yes	no	NC_022062
NC_022063	Mycobacterium phage Phelemich	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	Mycobacterium	Mycobacterium smegmatis	yes	no	NC_022063
NC_022064	Mycobacterium phage Reprobate	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	Mycobacterium	Mycobacterium smegmatis	yes	no	NC_022063
NC_022065	Mycobacterium phage Contagion	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	Mycobacterium	Mycobacterium smegmatis	yes	no	6666666.3763
NC_022066	Mycobacterium phage Redno2	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	Mycobacterium	Mycobacterium smegmatis	yes	no	6666666.17467
NC_022067	Mycobacterium phage Wanda	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	Mycobacterium	Mycobacterium smegmatis	yes	no	6666666.3741
NC_022068	Mycobacterium phage Daenerys	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	Mycobacterium	Mycobacterium smegmatis	yes	no	JX411620
NC_022069	Mycobacterium phage Jabbawokkie	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	Mycobacterium	Mycobacterium smegmatis	yes	no	KJ567041
NC_022070	Mycobacterium phage Wheeler	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	Mycobacterium	Mycobacterium smegmatis	yes	no	NC_022070
NC_022071	Mycobacterium phage Crossroads	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	Mycobacterium	Mycobacterium smegmatis	yes	no	KC661276
NC_022086	Mycobacterium phage LittleCherry	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	Mycobacterium	Mycobacterium smegmatis	yes	no	6666666.3769
NC_022087	Mycobacterium phage AnnaL29	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	Mycobacterium	Mycobacterium smegmatis	yes	no	NC_022087
NC_022088	Bacillus phage Troll	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae.	Bacillus	Bacillus thuringiensis	yes	no	KJ489402
NC_022090	Staphylococcus phage vB_SauM_Remus	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae;Spounavirinae; Twortlikevirus; unclassified Twortlikevirus.	Staphylococcus	Staphylococcus aureus	yes	no	NC_019511
NC_022091	Pseudomonas phage MPK7	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae;Autographivirinae.	Pseudomonas	Pseudomonas aeruginosa	yes	no	NC_022091
NC_022094	Bacillus phage Wip1	Viruses; dsDNA viruses, no RNA stage; Tectiviridae; Tectivirus;unclassified Tectivirus.	Bacillus	Bacillus anthracis	yes	no	NC_022094
NC_022096	Pseudomonas phage PaBG	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae.	Pseudomonas	Pseudomonas aeruginosa	yes	no	NC_022096
NC_022323	Escherichia phage 2 JES-2013	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae.	Escherichia	Escherichia coli	yes	no	NC_022323
NC_022324	Mycobacterium phage Sarfire	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	Mycobacterium	Mycobacterium smegmatis	yes	no	NC_022324
NC_022325	Mycobacterium phage Dylan	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	Mycobacterium	Mycobacterium smegmatis	yes	no	KJ829260
NC_022326	Mycobacterium phage SargentShorty9	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	Mycobacterium	Mycobacterium smegmatis	yes	no	JQ698665
NC_022328	Mycobacterium phage Adawi	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	Mycobacterium	Mycobacterium smegmatis	yes	no	NC_022328
NC_022329	Mycobacterium phage PhrostyMug	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	Mycobacterium	Mycobacterium smegmatis	yes	no	JQ698665
NC_022330	Mycobacterium phage Quink	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	Mycobacterium	Mycobacterium smegmatis	yes	no	6666666.3763
NC_022334	Propionibacterium phage PHL112N00	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	Propionibacterium	Propionibacterium acnes	yes	no	NC_022334
NC_022335	Propionibacterium phage PHL067M10	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	Propionibacterium	Propionibacterium acnes	yes	no	NC_022335
NC_022336	Propionibacterium phage PHL010M04	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	Propionibacterium	Propionibacterium acnes	yes	no	JX570703
NC_022337	Propionibacterium phage PHL071N05	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	Propionibacterium	Propionibacterium acnes	yes	no	NC_022337
NC_022339	Propionibacterium phage PHL037M02	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	Propionibacterium	Propionibacterium acnes	yes	no	JX570707
NC_022340	Propionibacterium phage PHL114L00	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	Propionibacterium	Propionibacterium acnes	yes	no	NC_022340
NC_022341	Propionibacterium phage PHL113M01	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	Propionibacterium	Propionibacterium acnes	yes	no	NC_022341
NC_022342	Propionibacterium phage PHL111M01	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	Propionibacterium	Propionibacterium acnes	yes	no	NC_022342
NC_022343	Klebsiella phage 0507-KN2-1	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae.	Klebsiella	Klebsiella	yes	no	NC_022343
NC_022744	Erwinia phage FE44	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae;Autographivirinae; T7likevirus.	Erwinia	Erwinia	yes	no	NC_022744
NC_022746	Pseudomonas phage MPK6	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae;Autographivirinae; unclassified phiKMV-like phages.	Pseudomonas	Pseudomonas aeruginosa	yes	no	NC_022746
NC_022747	Vibrio phage VPUSM 8	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae.	Vibrio	Vibrio cholerae	yes	no	NC_003313
NC_022750	Enterobacteria phage fiAA91-ss	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae;Peduovirinae; P2likevirus.	Escherichia	Escherichia coli	yes	no	NC_022750
NC_022751	Cyanophage PP	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae.	Phormidium	Phormidium foveolarum	yes	no	NC_022751
NC_022752	Salmonella phage SETP13	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	Salmonella	Salmonella enterica	yes	no	NC_022752
